DataId,MeterCode,TransactionId,TransactionDateTime,Amount,UserNumber,PaymentMean,PaidDuration,ElementKey,TransactionYear,TransactionMonth,Vendor
33162281,6021002,53057395,1/2/2015 19:51,0.37,1,Credit Card,600,32266,2015,1,
33162274,6021002,53057388,1/2/2015 18:31,1.25,1,COINS,1500,32266,2015,1,
33168607,6037002,53063742,1/2/2015 13:28,5,1,Credit Card,7200,9461,2015,1,
33168582,6037002,53063717,1/2/2015 10:58,5,1,Credit Card,7200,9461,2015,1,
33168647,6037002,53063782,1/2/2015 18:55,2.61,1,Credit Card,3900,9461,2015,1,
33172367,7069002,53067502,1/2/2015 16:39,0.5,1,COINS,900,24406,2015,1,
33176807,12043002,53071956,1/2/2015 12:54,5,1,Credit Card,7200,13213,2015,1,
33185699,7065002,53080849,1/2/2015 11:34,5,1,Credit Card,7200,1234,2015,1,
33180323,12052002,53075473,1/2/2015 19:31,1.11,1,Credit Card,1800,35845,2015,1,
33168651,6037002,53063786,1/2/2015 19:36,0.89,1,Credit Card,1500,9461,2015,1,
33173975,12050002,53069123,1/2/2015 13:44,0.55,1,COINS,900,35846,2015,1,
33162260,6021002,53057374,1/2/2015 17:11,1.75,1,Credit Card,1800,32266,2015,1,
33162227,6021002,53057341,1/2/2015 13:03,4.5,1,Credit Card,4800,32266,2015,1,
33168645,6037002,53063780,1/2/2015 18:44,2.65,1,COINS,3900,9461,2015,1,
33162198,6021002,53057312,1/2/2015 10:16,0.25,1,COINS,300,32266,2015,1,
33185935,17117004,53081085,1/2/2015 14:59,2.25,1,Credit Card,5400,51494,2015,1,
33172369,7069002,53067504,1/2/2015 16:46,5,1,Credit Card,7200,24406,2015,1,
33162246,6021002,53057360,1/2/2015 15:53,1,1,COINS,1200,32266,2015,1,
33162226,6021002,53057340,1/2/2015 13:02,3.5,1,Credit Card,3600,32266,2015,1,
33180267,12052002,53075417,1/2/2015 11:17,1.75,1,COINS,2700,35845,2015,1,
33162209,6021002,53057323,1/2/2015 11:31,7,1,Credit Card,7200,32266,2015,1,
33176823,12043002,53071972,1/2/2015 15:10,3.25,1,Credit Card,4800,13213,2015,1,
33162206,6021002,53057320,1/2/2015 10:52,2,1,Credit Card,2100,32266,2015,1,
33172370,7069002,53067505,1/2/2015 16:54,3.75,1,Credit Card,5400,24406,2015,1,
33172340,7069002,53067475,1/2/2015 13:53,5,1,Credit Card,7200,24406,2015,1,
33172359,7069002,53067494,1/2/2015 15:40,5,1,Credit Card,7200,24406,2015,1,
33168640,6037002,53063775,1/2/2015 17:42,5.65,1,Credit Card,8100,9461,2015,1,
33169567,7064002,53064702,1/2/2015 9:16,1.75,1,COINS,2700,1234,2015,1,
33180310,12052002,53075460,1/2/2015 17:03,1.75,1,COINS,2700,35845,2015,1,
33180284,12052002,53075434,1/2/2015 13:36,1.35,1,COINS,2100,35845,2015,1,
33185691,7065002,53080841,1/2/2015 10:27,3.75,1,Credit Card,5400,1234,2015,1,
33162230,6021002,53057344,1/2/2015 13:27,7,1,Credit Card,7200,32266,2015,1,
33173993,12050002,53069141,1/2/2015 15:49,0.75,1,Credit Card,1200,35846,2015,1,
33169607,7064002,53064742,1/2/2015 15:33,0.5,1,Credit Card,900,1234,2015,1,
33172345,7069002,53067480,1/2/2015 14:11,2.75,1,Credit Card,4200,24406,2015,1,
33176810,12043002,53071959,1/2/2015 13:04,2.5,1,Credit Card,3600,13213,2015,1,
33172389,7069002,53067524,1/2/2015 19:28,1.25,1,Credit Card,1800,24406,2015,1,
33162254,6021002,53057368,1/2/2015 16:39,1,1,Credit Card,1200,32266,2015,1,
33162280,6021002,53057394,1/2/2015 19:41,0.99,1,Credit Card,1200,32266,2015,1,
33180302,12052002,53075452,1/2/2015 16:13,1.15,1,COINS,1800,35845,2015,1,
33162219,6021002,53057333,1/2/2015 12:34,7,1,Credit Card,7200,32266,2015,1,
33185946,17117004,53081096,1/2/2015 16:32,1.25,1,Credit Card,3000,51494,2015,1,
33185948,17117004,53081098,1/2/2015 16:35,0.75,1,COINS,1800,51494,2015,1,
33168649,6037002,53063784,1/2/2015 19:11,1.94,1,Credit Card,3000,9461,2015,1,
33176795,12043002,53071944,1/2/2015 11:22,2,1,Credit Card,3000,13213,2015,1,
33185731,7065002,53080881,1/2/2015 14:29,5,1,Credit Card,7200,1234,2015,1,
33172338,7069002,53067473,1/2/2015 13:35,5,1,Credit Card,7200,24406,2015,1,
33185941,17117004,53081091,1/2/2015 15:30,3.69,1,Credit Card,9000,51494,2015,1,
33174002,12050002,53069150,1/2/2015 16:56,2,1,COINS,3000,35846,2015,1,
33172347,7069002,53067482,1/2/2015 14:23,5,1,Credit Card,7200,24406,2015,1,
33173962,12050002,53069110,1/2/2015 12:14,2.5,1,Credit Card,3600,35846,2015,1,
33168597,6037002,53063732,1/2/2015 12:11,1.1,1,COINS,1800,9461,2015,1,
33173946,12050002,53069094,1/2/2015 9:43,4.25,1,Credit Card,6300,35846,2015,1,
33172348,7069002,53067483,1/2/2015 14:41,5,1,Credit Card,7200,24406,2015,1,
33168583,6037002,53063718,1/2/2015 11:04,1.05,1,COINS,1500,9461,2015,1,
33180273,12052002,53075423,1/2/2015 12:30,1.5,1,COINS,2400,35845,2015,1,
33176787,12043002,53071936,1/2/2015 9:54,0.6,1,COINS,900,13213,2015,1,
33168608,6037002,53063743,1/2/2015 13:40,4.5,1,Credit Card,6600,9461,2015,1,
33185735,7065002,53080885,1/2/2015 14:47,5,1,Credit Card,7200,1234,2015,1,
33185888,17117004,53081038,1/2/2015 8:37,1,1,Credit Card,2400,51494,2015,1,
33176803,12043002,53071952,1/2/2015 12:15,5,1,Credit Card,7200,13213,2015,1,
33180326,12052002,53075476,1/2/2015 19:45,0.5,1,COINS,900,35845,2015,1,
33168633,6037002,53063768,1/2/2015 16:45,3.25,1,Credit Card,4800,9461,2015,1,
33168588,6037002,53063723,1/2/2015 11:33,1.75,1,Credit Card,2700,9461,2015,1,
33180312,12052002,53075462,1/2/2015 17:13,1,1,Credit Card,1500,35845,2015,1,
33176861,12043002,53072010,1/2/2015 19:41,0.71,1,Credit Card,1200,13213,2015,1,
33168617,6037002,53063752,1/2/2015 14:28,0.5,1,Credit Card,900,9461,2015,1,
33174006,12050002,53069154,1/2/2015 17:26,0.4,1,COINS,600,35846,2015,1,
33169576,7064002,53064711,1/2/2015 11:20,5,1,Credit Card,7200,1234,2015,1,
33168616,6037002,53063751,1/2/2015 14:23,0.75,1,Credit Card,1200,9461,2015,1,
33172377,7069002,53067512,1/2/2015 17:56,5.06,1,Credit Card,7500,24406,2015,1,
33185739,7065002,53080889,1/2/2015 15:04,5,1,Credit Card,7200,1234,2015,1,
33169632,7064002,53064767,1/2/2015 18:26,3.83,1,Credit Card,5700,1234,2015,1,
33172353,7069002,53067488,1/2/2015 15:00,5,1,Credit Card,7200,24406,2015,1,
33185728,7065002,53080878,1/2/2015 14:07,3,1,COINS,4500,1234,2015,1,
33180266,12052002,53075416,1/2/2015 11:14,5,1,Credit Card,7200,35845,2015,1,
33185908,17117004,53081058,1/2/2015 11:44,4,1,Credit Card,9600,51494,2015,1,
33176849,12043002,53071998,1/2/2015 18:12,4.41,1,Credit Card,6300,13213,2015,1,
33185899,17117004,53081049,1/2/2015 10:31,1.5,1,Credit Card,3600,51494,2015,1,
33185698,7065002,53080848,1/2/2015 11:10,5,1,Credit Card,7200,1234,2015,1,
33185944,17117004,53081094,1/2/2015 16:21,1.5,1,Credit Card,3600,51494,2015,1,
33174016,12050002,53069164,1/2/2015 19:03,2.28,1,Credit Card,3300,35846,2015,1,
33162247,6021002,53057361,1/2/2015 15:56,2,1,Credit Card,2100,32266,2015,1,
33168646,6037002,53063781,1/2/2015 18:54,2.65,1,Credit Card,3900,9461,2015,1,
33180279,12052002,53075429,1/2/2015 13:12,0.5,1,COINS,900,35845,2015,1,
33172343,7069002,53067478,1/2/2015 14:02,2,1,Credit Card,3000,24406,2015,1,
33168630,6037002,53063765,1/2/2015 16:13,3.75,1,Credit Card,5400,9461,2015,1,
33169609,7064002,53064744,1/2/2015 16:00,0.75,1,Credit Card,1200,1234,2015,1,
33168578,6037002,53063713,1/2/2015 9:45,5,1,Credit Card,7200,9461,2015,1,
33172358,7069002,53067493,1/2/2015 15:37,0.5,1,COINS,900,24406,2015,1,
33185692,7065002,53080842,1/2/2015 10:29,2.75,1,Credit Card,4200,1234,2015,1,
33168622,6037002,53063757,1/2/2015 15:02,0.6,1,COINS,900,9461,2015,1,
33185925,17117004,53081075,1/2/2015 13:36,3,1,Credit Card,7200,51494,2015,1,
33173966,12050002,53069114,1/2/2015 12:33,5,1,Credit Card,7200,35846,2015,1,
33168614,6037002,53063749,1/2/2015 14:11,1.25,1,Credit Card,1800,9461,2015,1,
33185933,17117004,53081083,1/2/2015 14:49,0.5,1,COINS,1200,51494,2015,1,
33169601,7064002,53064736,1/2/2015 14:47,0.75,1,Credit Card,1200,1234,2015,1,
33162273,6021002,53057387,1/2/2015 18:26,1.25,1,Credit Card,1500,32266,2015,1,
33173957,12050002,53069105,1/2/2015 11:37,2.75,1,Credit Card,4200,35846,2015,1,
33162251,6021002,53057365,1/2/2015 16:20,1.25,1,COINS,1500,32266,2015,1,
33185720,7065002,53080870,1/2/2015 13:26,2.5,1,Credit Card,3600,1234,2015,1,
33180278,12052002,53075428,1/2/2015 13:09,5,1,Credit Card,7200,35845,2015,1,
33176819,12043002,53071968,1/2/2015 14:35,2.5,1,Credit Card,3600,13213,2015,1,
33162245,6021002,53057359,1/2/2015 15:44,1,1,COINS,1200,32266,2015,1,
33180325,12052002,53075475,1/2/2015 19:41,0.69,1,Credit Card,1200,35845,2015,1,
33173989,12050002,53069137,1/2/2015 15:30,1,1,COINS,1500,35846,2015,1,
33176806,12043002,53071955,1/2/2015 12:53,1.5,1,Credit Card,2400,13213,2015,1,
33185701,7065002,53080851,1/2/2015 11:42,2.25,1,COINS,3300,1234,2015,1,
33185890,17117004,53081040,1/2/2015 9:11,6,1,Credit Card,14400,51494,2015,1,
33172381,7069002,53067516,1/2/2015 18:30,3.65,1,COINS,5400,24406,2015,1,
33172349,7069002,53067484,1/2/2015 14:42,0.5,1,COINS,900,24406,2015,1,
33173998,12050002,53069146,1/2/2015 16:16,2.5,1,Credit Card,3600,35846,2015,1,
33168581,6037002,53063716,1/2/2015 10:56,1,1,COINS,1500,9461,2015,1,
33172327,7069002,53067462,1/2/2015 12:04,5,1,Credit Card,7200,24406,2015,1,
33180257,12052002,53075407,1/2/2015 10:08,1.1,1,COINS,1800,35845,2015,1,
33185767,7065002,53080917,1/2/2015 18:22,4,1,Credit Card,5700,1234,2015,1,
33185709,7065002,53080859,1/2/2015 12:17,0.75,1,Credit Card,1200,1234,2015,1,
33173954,12050002,53069102,1/2/2015 11:16,2.5,1,Credit Card,3600,35846,2015,1,
33172311,7069002,53067446,1/2/2015 10:03,1.5,1,Credit Card,2400,24406,2015,1,
33185771,7065002,53080921,1/2/2015 19:14,1.75,1,Credit Card,2700,1234,2015,1,
33172363,7069002,53067498,1/2/2015 16:02,1,1,Credit Card,1500,24406,2015,1,
33185924,17117004,53081074,1/2/2015 13:34,0.75,1,Credit Card,1800,51494,2015,1,
33169627,7064002,53064762,1/2/2015 17:44,5,1,Credit Card,7200,1234,2015,1,
33173994,12050002,53069142,1/2/2015 16:07,0.8,1,COINS,1200,35846,2015,1,
33180254,12052002,53075404,1/2/2015 9:57,0.35,1,COINS,600,35845,2015,1,
33185765,7065002,53080915,1/2/2015 18:17,4.18,1,Credit Card,6000,1234,2015,1,
33172352,7069002,53067487,1/2/2015 14:52,5,1,Credit Card,7200,24406,2015,1,
33185711,7065002,53080861,1/2/2015 12:28,2,1,Credit Card,3000,1234,2015,1,
33172376,7069002,53067511,1/2/2015 17:53,0.5,1,Credit Card,900,24406,2015,1,
33172314,7069002,53067449,1/2/2015 10:25,1,1,COINS,1500,24406,2015,1,
33168628,6037002,53063763,1/2/2015 16:01,5,1,Credit Card,7200,9461,2015,1,
33185702,7065002,53080852,1/2/2015 11:49,3,1,Credit Card,4500,1234,2015,1,
33169638,7064002,53064773,1/2/2015 19:11,1.96,1,Credit Card,3000,1234,2015,1,
33172374,7069002,53067509,1/2/2015 17:38,5.75,1,Credit Card,8400,24406,2015,1,
33176838,12043002,53071987,1/2/2015 16:38,0.25,1,Credit Card,600,13213,2015,1,
33180318,12052002,53075468,1/2/2015 18:24,0.5,1,Credit Card,900,35845,2015,1,
33176798,12043002,53071947,1/2/2015 11:43,0.9,1,COINS,1500,13213,2015,1,
33176862,12043002,53072011,1/2/2015 19:55,0.25,1,COINS,300,13213,2015,1,
33185770,7065002,53080920,1/2/2015 18:51,2.77,1,Credit Card,4200,1234,2015,1,
33176799,12043002,53071948,1/2/2015 11:52,0.25,1,Credit Card,600,13213,2015,1,
33168611,6037002,53063746,1/2/2015 13:57,2.75,1,Credit Card,4200,9461,2015,1,
33176833,12043002,53071982,1/2/2015 16:02,0.25,1,COINS,600,13213,2015,1,
33162256,6021002,53057370,1/2/2015 16:43,7,1,Credit Card,7200,32266,2015,1,
33169615,7064002,53064750,1/2/2015 16:47,1.75,1,Credit Card,2700,1234,2015,1,
33185697,7065002,53080847,1/2/2015 11:09,3.75,1,Credit Card,5400,1234,2015,1,
33174004,12050002,53069152,1/2/2015 17:22,2.25,1,Credit Card,3300,35846,2015,1,
33162217,6021002,53057331,1/2/2015 12:29,2.75,1,Credit Card,3000,32266,2015,1,
33176825,12043002,53071974,1/2/2015 15:21,2.75,1,Credit Card,4200,13213,2015,1,
33162271,6021002,53057385,1/2/2015 18:10,6.27,1,Credit Card,6600,32266,2015,1,
33185707,7065002,53080857,1/2/2015 12:13,5,1,Credit Card,7200,1234,2015,1,
33185913,17117004,53081063,1/2/2015 12:28,1.25,1,COINS,3000,51494,2015,1,
33173968,12050002,53069116,1/2/2015 12:50,1.25,1,COINS,1800,35846,2015,1,
33162243,6021002,53057357,1/2/2015 15:39,1.5,1,Credit Card,1500,32266,2015,1,
33169569,7064002,53064704,1/2/2015 9:55,5,1,Credit Card,7200,1234,2015,1,
33174017,12050002,53069165,1/2/2015 19:04,2.22,1,Credit Card,3300,35846,2015,1,
33185745,7065002,53080895,1/2/2015 16:00,0.85,1,COINS,1200,1234,2015,1,
33172322,7069002,53067457,1/2/2015 11:43,1.1,1,COINS,1800,24406,2015,1,
33169608,7064002,53064743,1/2/2015 15:58,5,1,Credit Card,7200,1234,2015,1,
33185934,17117004,53081084,1/2/2015 14:53,2.5,1,Credit Card,6000,51494,2015,1,
33185717,7065002,53080867,1/2/2015 13:04,2.75,1,Credit Card,4200,1234,2015,1,
33169568,7064002,53064703,1/2/2015 9:38,1,1,Credit Card,1500,1234,2015,1,
33168618,6037002,53063753,1/2/2015 14:29,0.4,1,COINS,600,9461,2015,1,
33185685,7065002,53080835,1/2/2015 9:21,1,1,Credit Card,1500,1234,2015,1,
33168589,6037002,53063724,1/2/2015 11:35,2.5,1,Credit Card,3600,9461,2015,1,
33176857,12043002,53072006,1/2/2015 19:08,2,1,COINS,3000,13213,2015,1,
33169602,7064002,53064737,1/2/2015 14:49,3.5,1,Credit Card,5100,1234,2015,1,
33169592,7064002,53064727,1/2/2015 13:59,3.75,1,Credit Card,5400,1234,2015,1,
33162196,6021002,53057310,1/2/2015 9:41,0.5,1,COINS,600,32266,2015,1,
33185744,7065002,53080894,1/2/2015 15:51,5,1,Credit Card,7200,1234,2015,1,
33169571,7064002,53064706,1/2/2015 10:33,5,1,Credit Card,7200,1234,2015,1,
33168610,6037002,53063745,1/2/2015 13:52,5,1,Credit Card,7200,9461,2015,1,
33168591,6037002,53063726,1/2/2015 11:48,2.5,1,Credit Card,3600,9461,2015,1,
33172355,7069002,53067490,1/2/2015 15:19,1.25,1,Credit Card,1800,24406,2015,1,
33185940,17117004,53081090,1/2/2015 15:19,1.5,1,Credit Card,3600,51494,2015,1,
33185714,7065002,53080864,1/2/2015 12:51,0.5,1,COINS,900,1234,2015,1,
33169639,7064002,53064774,1/2/2015 19:17,1,1,COINS,1500,1234,2015,1,
33169634,7064002,53064769,1/2/2015 18:45,3,1,Credit Card,4500,1234,2015,1,
33173961,12050002,53069109,1/2/2015 12:06,2.5,1,COINS,3600,35846,2015,1,
33172379,7069002,53067514,1/2/2015 18:19,4.12,1,Credit Card,6000,24406,2015,1,
33180290,12052002,53075440,1/2/2015 14:13,1.75,1,Credit Card,2700,35845,2015,1,
33174010,12050002,53069158,1/2/2015 18:05,1.75,1,Credit Card,2700,35846,2015,1,
33180293,12052002,53075443,1/2/2015 14:46,5,1,Credit Card,7200,35845,2015,1,
33173963,12050002,53069111,1/2/2015 12:21,5,1,Credit Card,7200,35846,2015,1,
33185763,7065002,53080913,1/2/2015 18:08,4.57,1,Credit Card,6600,1234,2015,1,
33180274,12052002,53075424,1/2/2015 12:42,0.4,1,COINS,600,35845,2015,1,
33176790,12043002,53071939,1/2/2015 10:30,2.25,1,COINS,3300,13213,2015,1,
33185903,17117004,53081053,1/2/2015 11:15,6,1,Credit Card,14400,51494,2015,1,
33174015,12050002,53069163,1/2/2015 19:00,0.4,1,COINS,600,35846,2015,1,
33185920,17117004,53081070,1/2/2015 13:17,3,1,Credit Card,7200,51494,2015,1,
33172372,7069002,53067507,1/2/2015 17:31,2.5,1,Credit Card,3600,24406,2015,1,
33185690,7065002,53080840,1/2/2015 10:17,1.75,1,Credit Card,2700,1234,2015,1,
33185957,17117004,53081107,1/2/2015 17:18,0.99,1,Credit Card,2400,51494,2015,1,
33162193,6021002,53057307,1/2/2015 8:52,3.75,1,Credit Card,3900,32266,2015,1,
33176788,12043002,53071937,1/2/2015 10:07,1.75,1,Credit Card,2700,13213,2015,1,
33162250,6021002,53057364,1/2/2015 16:17,5.5,1,Credit Card,5700,32266,2015,1,
33185734,7065002,53080884,1/2/2015 14:42,3.75,1,Credit Card,5400,1234,2015,1,
33185712,7065002,53080862,1/2/2015 12:49,5,1,Credit Card,7200,1234,2015,1,
33168606,6037002,53063741,1/2/2015 13:22,5,1,Credit Card,7200,9461,2015,1,
33162258,6021002,53057372,1/2/2015 16:57,2.5,1,COINS,2700,32266,2015,1,
33176840,12043002,53071989,1/2/2015 16:47,4.5,1,Credit Card,6600,13213,2015,1,
33169630,7064002,53064765,1/2/2015 18:13,4.38,1,Credit Card,6300,1234,2015,1,
33185693,7065002,53080843,1/2/2015 10:36,5,1,Credit Card,7200,1234,2015,1,
33185708,7065002,53080858,1/2/2015 12:15,4,1,Credit Card,6000,1234,2015,1,
33172354,7069002,53067489,1/2/2015 15:11,0.5,1,COINS,900,24406,2015,1,
33174005,12050002,53069153,1/2/2015 17:25,0.75,1,Credit Card,1200,35846,2015,1,
33169588,7064002,53064723,1/2/2015 13:12,5,1,Credit Card,7200,1234,2015,1,
33185713,7065002,53080863,1/2/2015 12:51,1.25,1,Credit Card,1800,1234,2015,1,
33185737,7065002,53080887,1/2/2015 14:59,1.5,1,Credit Card,2400,1234,2015,1,
33172380,7069002,53067515,1/2/2015 18:27,2.5,1,Credit Card,3600,24406,2015,1,
33173981,12050002,53069129,1/2/2015 14:19,1,1,Credit Card,1500,35846,2015,1,
33185760,7065002,53080910,1/2/2015 17:54,5.17,1,Credit Card,7500,1234,2015,1,
33185733,7065002,53080883,1/2/2015 14:32,0.6,1,COINS,900,1234,2015,1,
33173949,12050002,53069097,1/2/2015 10:04,1.5,1,Credit Card,2400,35846,2015,1,
33185753,7065002,53080903,1/2/2015 16:44,0.5,1,Credit Card,900,1234,2015,1,
33169623,7064002,53064758,1/2/2015 17:15,6.76,1,Credit Card,9900,1234,2015,1,
33162200,6021002,53057314,1/2/2015 10:18,1.25,1,Credit Card,1500,32266,2015,1,
33162202,6021002,53057316,1/2/2015 10:21,0.75,1,COINS,900,32266,2015,1,
33185931,17117004,53081081,1/2/2015 14:24,1.25,1,COINS,3000,51494,2015,1,
33172344,7069002,53067479,1/2/2015 14:10,2.25,1,COINS,3300,24406,2015,1,
33162205,6021002,53057319,1/2/2015 10:49,7,1,Credit Card,7200,32266,2015,1,
33176829,12043002,53071978,1/2/2015 15:48,0.75,1,COINS,1200,13213,2015,1,
33169613,7064002,53064748,1/2/2015 16:31,5,1,Credit Card,7200,1234,2015,1,
33176835,12043002,53071984,1/2/2015 16:14,4.5,1,Credit Card,6600,13213,2015,1,
33176813,12043002,53071962,1/2/2015 13:42,5,1,Credit Card,7200,13213,2015,1,
33172332,7069002,53067467,1/2/2015 12:46,0.75,1,Credit Card,1200,24406,2015,1,
33180252,12052002,53075402,1/2/2015 9:23,0.5,1,Credit Card,900,35845,2015,1,
33162248,6021002,53057362,1/2/2015 16:01,2.25,1,Credit Card,2400,32266,2015,1,
33173950,12050002,53069098,1/2/2015 10:36,5,1,Credit Card,7200,35846,2015,1,
33168638,6037002,53063773,1/2/2015 17:23,1.25,1,Credit Card,1800,9461,2015,1,
33185766,7065002,53080916,1/2/2015 18:21,2.5,1,Credit Card,3600,1234,2015,1,
33172336,7069002,53067471,1/2/2015 13:19,0.75,1,Credit Card,1200,24406,2015,1,
33168576,6037002,53063711,1/2/2015 9:09,5,1,Credit Card,7200,9461,2015,1,
33180258,12052002,53075408,1/2/2015 10:32,0.5,1,COINS,900,35845,2015,1,
33169582,7064002,53064717,1/2/2015 12:16,5,1,Credit Card,7200,1234,2015,1,
33169606,7064002,53064741,1/2/2015 15:21,1.25,1,Credit Card,1800,1234,2015,1,
33169581,7064002,53064716,1/2/2015 12:12,2.75,1,Credit Card,4200,1234,2015,1,
33180296,12052002,53075446,1/2/2015 15:00,1.3,1,COINS,2100,35845,2015,1,
33169611,7064002,53064746,1/2/2015 16:14,5,1,Credit Card,7200,1234,2015,1,
33185947,17117004,53081097,1/2/2015 16:33,0.25,1,COINS,600,51494,2015,1,
33168605,6037002,53063740,1/2/2015 13:15,2.5,1,Credit Card,3600,9461,2015,1,
33162203,6021002,53057317,1/2/2015 10:28,2,1,Credit Card,2100,32266,2015,1,
33185951,17117004,53081101,1/2/2015 16:57,1.52,1,Credit Card,3600,51494,2015,1,
33185922,17117004,53081072,1/2/2015 13:29,4.75,1,Credit Card,11400,51494,2015,1,
33185932,17117004,53081082,1/2/2015 14:41,4.93,1,Credit Card,12000,51494,2015,1,
33162194,6021002,53057308,1/2/2015 9:35,7,1,Credit Card,7200,32266,2015,1,
33162224,6021002,53057338,1/2/2015 12:55,2.25,1,Credit Card,2400,32266,2015,1,
33173977,12050002,53069125,1/2/2015 13:55,0.75,1,Credit Card,1200,35846,2015,1,
33180321,12052002,53075471,1/2/2015 18:53,1.85,1,COINS,2700,35845,2015,1,
33185706,7065002,53080856,1/2/2015 12:11,0.75,1,Credit Card,1200,1234,2015,1,
33185928,17117004,53081078,1/2/2015 13:55,1.25,1,COINS,3000,51494,2015,1,
33185939,17117004,53081089,1/2/2015 15:13,4.11,1,Credit Card,9900,51494,2015,1,
33185942,17117004,53081092,1/2/2015 15:45,1,1,Credit Card,2400,51494,2015,1,
33185722,7065002,53080872,1/2/2015 13:29,4.25,1,Credit Card,6300,1234,2015,1,
33172310,7069002,53067445,1/2/2015 10:02,5,1,Credit Card,7200,24406,2015,1,
33172350,7069002,53067485,1/2/2015 14:47,5,1,Credit Card,7200,24406,2015,1,
33162262,6021002,53057376,1/2/2015 17:21,0.5,1,Credit Card,600,32266,2015,1,
33176822,12043002,53071971,1/2/2015 15:03,5,1,Credit Card,7200,13213,2015,1,
33168641,6037002,53063776,1/2/2015 17:59,4.95,1,Credit Card,7200,9461,2015,1,
33185742,7065002,53080892,1/2/2015 15:13,1.25,1,Credit Card,1800,1234,2015,1,
33180300,12052002,53075450,1/2/2015 15:39,1.05,1,COINS,1500,35845,2015,1,
33180269,12052002,53075419,1/2/2015 11:37,5,1,Credit Card,7200,35845,2015,1,
33162252,6021002,53057366,1/2/2015 16:28,1.5,1,Credit Card,1500,32266,2015,1,
33185748,7065002,53080898,1/2/2015 16:09,4,1,Credit Card,6000,1234,2015,1,
33169572,7064002,53064707,1/2/2015 10:51,5,1,Credit Card,7200,1234,2015,1,
33172371,7069002,53067506,1/2/2015 17:22,6.5,1,Credit Card,9300,24406,2015,1,
33185887,17117004,53081037,1/2/2015 7:56,1.75,1,Credit Card,4200,51494,2015,1,
33169617,7064002,53064752,1/2/2015 16:50,2,1,Credit Card,3000,1234,2015,1,
33173979,12050002,53069127,1/2/2015 14:08,3.75,1,Credit Card,5400,35846,2015,1,
33185917,17117004,53081067,1/2/2015 12:51,1.5,1,COINS,3600,51494,2015,1,
33176834,12043002,53071983,1/2/2015 16:12,1,1,Credit Card,1500,13213,2015,1,
33169597,7064002,53064732,1/2/2015 14:32,0.5,1,Credit Card,900,1234,2015,1,
33174007,12050002,53069155,1/2/2015 17:45,5.54,1,Credit Card,8100,35846,2015,1,
33185906,17117004,53081056,1/2/2015 11:27,2,1,Credit Card,4800,51494,2015,1,
33185773,7065002,53080923,1/2/2015 19:36,0.91,1,Credit Card,1500,1234,2015,1,
